URL	PDF location on VM	PMID	Downloaded by	Comments	Text location on VM
https://www.sciencedirect.com/science/article/pii/S0005796704002475?via%3Dihub	/mnt/clbp/pdfs/1-s2.0-S0005796704002475-main.pdf	16086984	Gianna Bozzo 	pnad008.pdf (#34) 	
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7269185/	/mnt/clbp/pdfs/nihms-1544714.pdf	32197733	Gianna Bozzo 	pnad008.pdf (#35) 	
https://www.sciencedirect.com/science/article/pii/S0895435615005466?via%3Dihub	/mnt/clbp/pdfs/1-s2.0-S0895435615005466-main.pdf	26628334	Gianna Bozzo 	pnad008.pdf (#36)	
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5479750/	/mnt/clbp/pdfs/nihms855675.pdf	28239781	Gianna Bozzo 	pnad008.pdf (#37) 	
https://www.jstor.org/stable/2136404	/mnt/clbp/pdfs/Cohen-GlobalMeasurePerceived-1983.pdf	6668417	Gianna Bozzo 	pnad008.pdf (#38) 	
https://onlinelibrary.wiley.com/doi/10.1002/art.23563	/mnt/clbp/pdfs/Arthritis Care.pdf	18438893	Gianna Bozzo 	pnad008.pdf (#40) 	
https://web-p-ebscohost-com.calpoly.idm.oclc.org/ehost/pdfviewer/pdfviewer?vid=0&sid=2262dc4e-4c5a-47f1-b01d-18d18dd6d436%40redis	/mnt/clbp/pdfs/pnac196_7.pdf	32546079	Mayumi Paraiso	pnac196copy.pdf (#7)	
https://research.vu.nl/ws/portalfiles/portal/214962191/The_biopsychosocial_model_is_lost_in_translation_from_misrepresentation_to_an_enactive_modernization.pdf	/mnt/clbp/pdfs/pnac196_8.pdf	35645164	Mayumi Paraiso	pnac196copy.pdf (#8)	
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8394590/	/mnt/clbp/pdfs/pnac196_9.pdf	34421116	Mayumi Paraiso	pnac196copy.pdf (#9)	
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8996416/	/mnt/clbp/pdfs/pnac196_10.pdf	35399051	Mayumi Paraiso	pnac196copy.pdf (#10)	
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2335261/	/mnt/clbp/pdfs/pnac196_11.pdf	18436948	Mayumi Paraiso	pnac196copy.pdf (#11)	
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3438523/	/mnt/clbp/pdfs/pnac196_12.pdf	22958566	Mayumi Paraiso	pnac196copy.pdf (#12)	
https://www.jpain.org/article/S1526-5900(18)30594-7/fulltext	-	31063874	Mayumi Paraiso	Need to buy PDF	
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7055034/	/mnt/clbp/pdfs/pnac196_14.pdf	32126991	Mayumi Paraiso	pnac196copy.pdf (#14)	
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6383876/	/mnt/clbp/pdfs/pnac196_15.pdf	30789940	Mayumi Paraiso	pnac196copy.pdf (#15)	
https://www-sciencedirect-com.calpoly.idm.oclc.org/science/article/pii/S1529943018302869	/mnt/clbp/pdfs/pnac196_16.pdf	29906616	Mayumi Paraiso	pnac196copy.pdf (#16)	
https://www.jpain.org/article/S1526-5900(13)01317-5/fulltext	-	24184573	Mayumi Paraiso	Need to buy PDF	
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5019427/	/mnt/clbp/pdfs/pnac196_18.pdf	27660486	Mayumi Paraiso	pnac196copy.pdf (#18)	
https://www.sciencedirect.com/science/article/pii/S1521694213000740?via%3Dihub	/mnt/clbp/pdfs/pnac196_19.pdf	24315144	Mayumi Paraiso	pnac196copy.pdf (#19)	
https://onlinelibrary.wiley.com/doi/10.1111/ijcp.13680	/mnt/clbp/pdfs/pnac196_20.pdf	33166045	Mayumi Paraiso	pnac196copy.pdf (#20)	
https://academic.oup.com/painmedicine/article/22/12/2974/6149022?login=false	/mnt/clbp/pdfs/	33624814	Mayumi Paraiso	pnac196copy.pdf (#21)	
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2899092/	/mnt/clbp/pdfs/	19130056	Mayumi Paraiso	pnac196copy.pdf (#22)	
https://academic.oup.com/painmedicine/article/20/9/1651/5126457?login=false	/mnt/clbp/pdfs/	30307521	Mayumi Paraiso	pnac196copy.pdf (#23)	
https://onlinelibrary-wiley-com.calpoly.idm.oclc.org/doi/10.1002/art.22273	/mnt/clbp/pdfs/	17133530	Mayumi Paraiso	pnac196copy.pdf (#24)	
https://link-springer-com.calpoly.idm.oclc.org/article/10.1007/s10926-011-9306-4	/mnt/clbp/pdfs/	21516301	Mayumi Paraiso	pnac196copy.pdf (#25)	
https://www-sciencedirect-com.calpoly.idm.oclc.org/science/article/pii/S1529943014002344	/mnt/clbp/pdfs/	24614254	Mayumi Paraiso	pnac196copy.pdf (#26)	
https://www-sciencedirect-com.calpoly.idm.oclc.org/science/article/pii/S1529943013015763	/mnt/clbp/pdfs/	24412032	Mayumi Paraiso	pnac196copy.pdf (#27)	
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6839250/	/mnt/clbp/pdfs/	31703727	Mayumi Paraiso	pnac196copy.pdf (#28)	
-	-	-	Mayumi Paraiso	Book	
https://www-sciencedirect-com.calpoly.idm.oclc.org/science/article/pii/S1529943014002435	/mnt/clbp/pdfs/	24607845	Mayumi Paraiso	pnac196copy.pdf (#30)	
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3591832/	/mnt/clbp/pdfs/	13680317	Mayumi Paraiso	pnac196copy.pdf (#31)	
https://www.sciencedirect.com/science/article/pii/S1050641103000440?via%3Dihub	/mnt/clbp/pdfs/	12832167	Mayumi Paraiso	pnac196copy.pdf (#32)	
https://journals.sagepub.com/doi/10.1136/aim.22.4.178	/mnt/clbp/pdfs/	15628775	Mayumi Paraiso	Need to buy PDF	
https://www-sciencedirect-com.calpoly.idm.oclc.org/science/article/pii/S0304395910007190	/mnt/clbp/pdfs/	21251757	Mayumi Paraiso	pnac196copy.pdf (#34)	
https://onlinelibrary.wiley.com/doi/10.1002/ejp.1395	/mnt/clbp/pdfs/	30920074	Mayumi Paraiso	pnac196copy.pdf (#35)	
https://www-sciencedirect-com.calpoly.idm.oclc.org/science/article/pii/S0161475418301623	/mnt/clbp/pdfs/	31029466	Mayumi Paraiso	pnac196copy.pdf (#36)	
https://journals.lww.com/spinejournal/Abstract/2019/05150/Relationship_Between_Proprioception_and_Pain_and.16.aspx	/mnt/clbp/pdfs/	30726200	Mayumi Paraiso	Need to buy PDF	
https://digitalcollection.zhaw.ch/bitstream/11475/8963/2/2015_Rausch-Osthoff_Lumbar_reposition_accuracy.pdf	/mnt/clbp/pdfs/	25575094	Mayumi Paraiso	pnac196copy.pdf (#38)	
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3326132/	/mnt/clbp/pdfs/	22072093	Mayumi Paraiso	pnac196copy.pdf (#39)	
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7410145/	/mnt/clbp/pdfs/	32821790	Mayumi Paraiso	pnac196copy.pdf (#40)	
https://www-sciencedirect-com.calpoly.idm.oclc.org/science/article/pii/S0304395904004841	/mnt/clbp/pdfs/	15621376	Mayumi Paraiso	pnac196copy.pdf (#41)	
https://www.painphysicianjournal.com/linkout?issn=&vol=20&page=611	/mnt/clbp/pdfs/	29149142	Mayumi Paraiso	pnac196copy.pdf (#42)	
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8432009/	/mnt/clbp/pdfs/	34501283	Mayumi Paraiso	pnac196copy.pdf (#43)	
https://web-p-ebscohost-com.calpoly.idm.oclc.org/ehost/pdfviewer/pdfviewer?vid=0&sid=e1d1ba09-4d24-458b-93a3-bfc53e874dd5%40redis	/mnt/clbp/pdfs/	32954802	Mayumi Paraiso	pnac196copy.pdf (#44)	
https://cris.maastrichtuniversity.nl/ws/portalfiles/portal/76002467/Smeets_2020_Exercise_treatment_effect_modifiers_in.pdf	/mnt/clbp/pdfs/	31780447	Mayumi Paraiso	pnac196copy.pdf (#45)	
-	/mnt/clbp/pdfs/	-	Mayumi Paraiso	Cannot find article	
https://repository.uantwerpen.be/docman/irua/940d89/188845.pdf	/mnt/clbp/pdfs/	35699492	Mayumi Paraiso	pnac196copy.pdf (#47)	
https://eprints.leedsbeckett.ac.uk/id/eprint/1945/3/Paley_ObesDiscuss_ClinJPain_Repository.pdf	/mnt/clbp/pdfs/	25988939	Mayumi Paraiso	pnac196copy.pdf (#48)	
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5661692/	/mnt/clbp/pdfs/	29123662	Mayumi Paraiso	pnac196copy.pdf (#49)	
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5584918/	/mnt/clbp/pdfs/	28894385	Mayumi Paraiso	pnac196copy.pdf (#50)	
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3501579/	/mnt/clbp/pdfs/	22978429	Mayumi Paraiso	pnac196copy.pdf (#51)	
https://www-sciencedirect-com.calpoly.idm.oclc.org/science/article/pii/S1529943015000996	/mnt/clbp/pdfs/	25661432	Mayumi Paraiso	pnac196copy.pdf (#52)	
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8741947/	/mnt/clbp/pdfs/	34997115	Mayumi Paraiso	pnac196copy.pdf (#53)	
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6529970/	/mnt/clbp/pdfs/	19228264	Mayumi Paraiso	pnac196copy.pdf (#54)	
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5154161/	/mnt/clbp/pdfs/	27964712	Mayumi Paraiso	pnac196copy.pdf (#55)	
http://jultika.oulu.fi/files/nbnfi-fe2019112243874.pdf	/mnt/clbp/pdfs/	30808802	Mayumi Paraiso	pnac196copy.pdf (#56)	
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5072673/	/mnt/clbp/pdfs/	27764105	Mayumi Paraiso	pnac196copy.pdf (#57)	
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6159857/	/mnt/clbp/pdfs/	30261039	Mayumi Paraiso	pnac196copy.pdf (#58)	
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8166276/	/mnt/clbp/pdfs/	34079363	Mayumi Paraiso	pnac196copy.pdf (#59)	
https://www.sciencedirect.com/science/article/pii/S0049017215001080?via%3Dihub	/mnt/clbp/pdfs/	26092329	Mayumi Paraiso	pnac196copy.pdf (#60)	
https://journals.lww.com/clinicalpain/Abstract/2018/03000/The_Relationship_Between_Structural_and_Functional.7.aspx	/mnt/clbp/pdfs/	28719509	Mayumi Paraiso	Need to buy PDF	
https://www.jpain.org/article/S1526-5900(19)30753-9/fulltext	/mnt/clbp/pdfs/	31260806	Mayumi Paraiso	Need to buy PDF	
https://journals.lww.com/clinicalpain/Abstract/2017/11000/Gray_Matter_Abnormalities_Associated_With_Chronic.4.aspx#ContentAccessOptions	/mnt/clbp/pdfs/	28234752	Mayumi Paraiso	Need to buy PDF	
https://www-sciencedirect-com.calpoly.idm.oclc.org/science/article/pii/S0304395913002704	/mnt/clbp/pdfs/	23711482	Mayumi Paraiso	pnac196copy.pdf (#64)	
https://onlinelibrary-wiley-com.calpoly.idm.oclc.org/doi/10.1002/j.1532-2149.2012.00170.x	/mnt/clbp/pdfs/	22641374	Mayumi Paraiso	pnac196copy.pdf (#65)	
https://academic.oup.com/painmedicine/article/15/1/4/1886719?login=false	/mnt/clbp/pdfs/	24118776	Mayumi Paraiso	pnac196copy.pdf (#66)	
https://journals.lww.com/spinejournal/Abstract/2015/05150/Can_Bacterial_Infection_by_Low_Virulent_Organisms.16.aspx	/mnt/clbp/pdfs/	25955094	Mayumi Paraiso	Need to buy PDF	
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3088902/	/mnt/clbp/pdfs/	20739918	Mayumi Paraiso	pnac196copy.pdf (#68)	
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6070210/	/mnt/clbp/pdfs/	30067777	Mayumi Paraiso	pnac196copy.pdf (#69)	
https://www.sciencedirect.com/science/article/pii/S1479666X21000147?via%3Dihub	/mnt/clbp/pdfs/	33582054	Mayumi Paraiso	pnac196copy.pdf (#70)	
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8384346/	/mnt/clbp/pdfs/	34447268	Mayumi Paraiso	pnac196copy.pdf (#71)	
https://onlinelibrary.wiley.com/doi/epdf/10.1002/pmrj.12212	/mnt/clbp/pdfs/	31264799	Mayumi Paraiso	Need to buy PDF	
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2223341/	/mnt/clbp/pdfs/	17701230	Mayumi Paraiso	pnac196copy.pdf (#73)	
https://journals.lww.com/spinejournal/Abstract/2008/07010/A_Systematic_Review_of_the_Predictive_Ability_of.19.aspx	/mnt/clbp/pdfs/	18594447	Mayumi Paraiso	Need to buy PDF	
https://www.sciencedirect.com/science/article/pii/S1877065718300393?via%3Dihub	/mnt/clbp/pdfs/	29578102	Mayumi Paraiso	pnac196copy.pdf (#75)	
https://www-jstor-org.calpoly.idm.oclc.org/stable/20182586?sid=primo	/mnt/clbp/pdfs/	-	Mayumi Paraiso	pnac196copy.pdf (#76)	
https://link.springer.com/article/10.1007/s11229-021-03142-3	/mnt/clbp/pdfs/	-	Mayumi Paraiso	pnac196copy.pdf (#77)	
https://www.mdpi.com/2076-3417/12/7/3341	/mnt/clbp/pdfs/	-	Mayumi Paraiso	pnac196copy.pdf (#78)	
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5731664/	/mnt/clbp/pdfs/	29255326	Mayumi Paraiso	pnac196copy.pdf (#79)	
	/mnt/clbp/pdfs/treatment-categories-questionnaire.pdf		Gianna Bozzo 	only a pdf 	
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7955136/	41598_2021_Article_84034 (1).pdf	33712658	Courtney Baird	pnac163 (#42)	
https://pubmed.ncbi.nlm.nih.gov/30658610/	12891_2018_Article_2387.pdf	30658610	Courtney Baird		
https://watermark.silverchair.com/pnac163.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAAA5kwggOVBgkqhkiG9w0BBwagggOGMIIDggIBADCCA3sGCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQMFvWfncWibI9qYuyGAgEQgIIDTLs2RSH4_0imrcMgsXtaCSNEEYNnklLMdlSz9sbZInKDOK1gDwzMLl5fhdJqnezzg71fWs4_3HVhj7-KEl_hepf2xaTDObGnAfR6umWKatx15SWPUhYyZhtNx69CrVY90INZ1r8C3Zwnpdk4ZR9Z7GsUTtJCNEBUotk6LH_flZmKdKg1sJ3ZaaVzeGu2ng8f4svmyu5kflTW_jm9VEEYUoTzwKnAN2JYoaUxn_9CKyjO4SndvHBdoGMIB942xxXoUcsYeqIFrTfzPh5XeojlHelm0fOVAq0hN2uRivO3eei8qA1oJ4TcJWdc8xEUUiADK4GtSztKE7ZtGCGLnzUCLglAG7zdoLKyhD2Ui-8qbNbZxve_8uPe32egpy1iOVfAWhOsL7_PoUQ8BwX_rWM5TwMxwQvo51jowlG8iOy1uXuUbcZmn_sQZ_pnY6LpxWf9-5soHPZ5-uh_2W1-mFKfEaMsV3Eo_S1ymVozwJy7Z8EGOMb2_JGBMfEyrvgseor1vQW7lAIi0qAsrw177c-5mnHXw9vxejRyYDnE92NBc_N88nJl82Ne_0FtgSLw__XgMoRNmPrlpGHZTxb3PgECGdAjP_7epfiiSYk-3f1nly_vpNigomKJnh_28giz8U3sEkyTjWCock52YEpGTrIzx0RgF6OZx_kbaYvDaoTIS_YlYK7nbQnu0MBXOVhN7Y5XIw3Q1IZKpgxycGihfc0Pysg0YQ_PrcsaENXBL5zovICRxXx3tgc49JmsxahMIkDZyP1Rebsxiloaoz-cJ7VnaUv5SgzkNhgMQBp74LDGQA5fBfjbFdNade67hqC8s2idJN2wAlNAfgGwmnT2B5KUAxeaRzkBwt-mim2DqlazBknY-A10SmqDSaJ6msxfI_-o0t0cwWCFPDgGAjM34yTfS7otCZYbphRI5UVd3O2A2q0OBwsqbPVqHkE4DwM25wBBuDJ_W-k1cbYYN5JE6sFQEReVnF3tVgeuuFTa8WA0y9lTt19e0H7iVB-ECSFxI-_TdR4SALmSbVHxDLtE6iadCTIc-KiHyg0Dpv9k8hC8QzUu6MEwKvYgdEfMdqdOAdcXNWeY_nStY3VGR9tPuBQER5m9hzVKSzHfMnKsNcM	pnac163 (1)	N/A	Courtney Baird		
https://pubmed.ncbi.nlm.nih.gov/12832164/	1-s2.0-S1050641103000415-main.pdf	12832164	Courtney Baird		
https://pubmed.ncbi.nlm.nih.gov/21508892/		21508892	Courtney Baird	Need to buy PDF	
https://pubmed.ncbi.nlm.nih.gov/28704216/	Low_Back_Pain_Patients_Learn_to_Adapt_Motor.7.pdf	28704216	Courtney Baird		
https://pubmed.ncbi.nlm.nih.gov/15531048/	1-s2.0-S0268003304001895-main.pdf	15531048	Courtney Baird		
https://pubmed.ncbi.nlm.nih.gov/30793429/		30793429	Courtney Baird	Need to buy PDF	
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9338341/	main (2).pdf	35151908	Courtney Baird		
https://pubmed.ncbi.nlm.nih.gov/25503596/		25503596	Courtney Baird	Need to buy PDF	
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9141006/	ijerph-19-05971.pdf	35627508	Courtney Baird		
https://pubmed.ncbi.nlm.nih.gov/31730537/		31730537	Courtney Baird	Can't access PDF	
https://pubmed.ncbi.nlm.nih.gov/31864436/	1-s2.0-S0161475418301714-main.pdf	31864436	Courtney Baird		
https://pubmed.ncbi.nlm.nih.gov/29684790/	main (3).pdf	29684790	Courtney Baird		
https://pubmed.ncbi.nlm.nih.gov/8610248/	12891_2016_Article_1074.pdf	8610248	Courtney Baird		
https://pubmed.ncbi.nlm.nih.gov/8484154/		8484154	Courtney Baird	Couldn't find full PDF	
https://pubmed.ncbi.nlm.nih.gov/28415980/	12891_2017_Article_1515.pdf	28415980	Courtney Baird		
https://pubmed.ncbi.nlm.nih.gov/34288926/	pone.0254241.pdf	34288926	Courtney Baird		
https://pubmed.ncbi.nlm.nih.gov/31115684/	s00586-019-06010-4.pdf	31115684	Courtney Baird		
https://pubmed.ncbi.nlm.nih.gov/31140705/	nihms-1033044.pdf	31140705	Courtney Baird		
https://pubmed.ncbi.nlm.nih.gov/31928738/	Alteration of movement patterns in low back pain assessed by Statistical Parametric Mapping - PMC	31928738	Courtney Baird	Not available as PDF - saved as file	
https://pubmed.ncbi.nlm.nih.gov/10543004/	1-s2.0-S001048251730255X-main.pdf	10543004	Courtney Baird	Had to buy access	
https://pubmed.ncbi.nlm.nih.gov/28800443/		28800443	Courtney Baird		
https://pubmed.ncbi.nlm.nih.gov/32604794/	sensors-20-03600.pdf	32604794	Courtney Baird		
https://pubmed.ncbi.nlm.nih.gov/29094284/	10926_2017_Article_9737.pdf	29094284	Courtney Baird		
https://pubmed.ncbi.nlm.nih.gov/21516301/	s10926-011-9306-4.pdf	21516301	Courtney Baird		
https://pubmed.ncbi.nlm.nih.gov/28634547/	PRT2017-3489617.pdf	28634547	Courtney Baird		
https://pubmed.ncbi.nlm.nih.gov/33591109/		33591109	Courtney Baird	Need to purchase PDF	
https://pubmed.ncbi.nlm.nih.gov/33115341/		33115341	Courtney Baird	Need to purchase PDF	
https://pubmed.ncbi.nlm.nih.gov/29499832/	1-s2.0-S0021929018301131-main.pdf	29499832	Courtney Baird		
https://pubmed.ncbi.nlm.nih.gov/32281524/	nihms-1598066.pdf	32281524	Courtney Baird		
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8143405/	pone.0252141.pdf	34029347	Courtney Baird		
https://pubmed.ncbi.nlm.nih.gov/33323888/	jop-162-1621.pdf	33323888	Courtney Baird		
https://pubmed.ncbi.nlm.nih.gov/18317203/		18317203	Courtney Baird	Need to buy access	
https://pubmed.ncbi.nlm.nih.gov/17632385/		17632385	Courtney Baird	Need to buy access	
https://pubmed.ncbi.nlm.nih.gov/28324797/	nihms861533.pdf	28324797	Courtney Baird		
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6015648/	JBPE-8-193.pdf	29951446	Courtney Baird		
https://pubmed.ncbi.nlm.nih.gov/33306502/	nihms-1652536.pdf	33306502	Courtney Baird		
https://pubmed.ncbi.nlm.nih.gov/25190669/	s10926-014-9533-6.pdf	25190669	Courtney Baird		
https://pubmed.ncbi.nlm.nih.gov/32443827/	sensors-20-02902.pdf	32443827	Courtney Baird		
https://pubmed.ncbi.nlm.nih.gov/31669957/	Identifying non-specific low back pain clinical subgroups from sitting and standing repositioning posture tasks using a novel Cardiff Dempster–Shafer Theory Classifier - PMC	31669957	Courtney Baird	Couldn't save as PDF, but saved as file	
https://pubmed.ncbi.nlm.nih.gov/28733722/	emss-82579.pdf	28733722	Courtney Baird		
https://pubmed.ncbi.nlm.nih.gov/32489236/	hkpj-40-011.pdf	32489236	Courtney Baird		
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7060385/	EJHS3002-0233.pdf	32165813	Courtney Baird		
https://pubmed.ncbi.nlm.nih.gov/29327605/	DoesChangeinLumbarExtensorMuscleFunctionCorrelatewithGoodClinicalOutcome-Pre-print.pdf	29327605	Courtney Baird		
https://pubmed.ncbi.nlm.nih.gov/32621351/		32621351	Courtney Baird	Don't have access to PDF	
https://pubmed.ncbi.nlm.nih.gov/9854763/		9854763	Courtney Baird	Need to buy SPINE subscription	
https://pubmed.ncbi.nlm.nih.gov/10908939/		10908939	Courtney Baird	Need to buy SPINE subscription	
https://pubmed.ncbi.nlm.nih.gov/32281524/	nihms-1598066 (1).pdf	32281524	Courtney Baird		
https://pubmed.ncbi.nlm.nih.gov/35809534/	1-s2.0-S026800332200136X-main.pdf	35809534	Courtney Baird		
https://pubmed.ncbi.nlm.nih.gov/23263734/	s10926-012-9413-x (1).pdf	23263734	Courtney Baird		
https://pubmed.ncbi.nlm.nih.gov/29895230/	nihms-1612985.pdf	29895230	Courtney Baird		
https://pubmed.ncbi.nlm.nih.gov/12745684/	Previous history of LBP with work loss is related to lingering deficits in biomechanical physiological personal psychosocial and motor control.pdf	12745684	Courtney Baird		
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6191984/	main (4).pdf	30356910	Courtney Baird		
https://pubmed.ncbi.nlm.nih.gov/31901525/	1-s2.0-S0966636219317977-main.pdf	31901525	Courtney Baird		
https://pubmed.ncbi.nlm.nih.gov/30281504/	Kinematic_and_Kinetic_Validation_of_an_Improved_Depth_Camera_Motion_Assessment_System_Using_Rigid_Bodies.pdf	30281504	Courtney Baird		
https://pubmed.ncbi.nlm.nih.gov/30823373/	sensors-19-01021 (1).pdf	30823373	Courtney Baird		
https://pubmed.ncbi.nlm.nih.gov/26126426/	1-s2.0-S0031940615037839-main.pdf	26126426	Courtney Baird		
https://pubmed.ncbi.nlm.nih.gov/31092123/	nihms-1612987.pdf	31092123	Courtney Baird		
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5693453/	main (5).pdf	29097026	Courtney Baird		
https://pubmed.ncbi.nlm.nih.gov/22466247/	nihms538318.pdf	22466247	Courtney Baird		
https://pubmed.ncbi.nlm.nih.gov/7770494/		7770494	Courtney Baird	Don't have access to PDF	
https://pubmed.ncbi.nlm.nih.gov/16540876/		16540876	Courtney Baird	Need to buy SPINE	
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4127517/	ijspt-08-549.pdf	25133083	Courtney Baird		
https://pubmed.ncbi.nlm.nih.gov/33591367/	Risk Factors Associated With Transition From Acute to Chronic Low Back Pain in US Patients Seeking Primary Care - PMC	33591367	Courtney Baird	Couldn't save as PDF, but saved as file	
https://pubmed.ncbi.nlm.nih.gov/32694378/	nihms-1610061.pdf	32694378	Courtney Baird		
https://pubmed.ncbi.nlm.nih.gov/30716057/	Estimating_Sit-to-Stand_Dynamics_Using_a_Single_Depth_Camera.pdf	30716057	Courtney Baird		
https://pubmed.ncbi.nlm.nih.gov/28303543/	emss-80231.pdf	28303543	Courtney Baird		
https://www.nature.com/articles/s41598-019-54267-y	s41598-019-54267-y (1).pdf	N/A	Courtney Baird		
https://pubmed.ncbi.nlm.nih.gov/28235039/	pone.0172804.pdf	28235039	Courtney Baird		
https://pubmed.ncbi.nlm.nih.gov/34798245/	1-s2.0-S1529943021010044-main.pdf	34798245	Courtney Baird		
https://pubmed.ncbi.nlm.nih.gov/25881074/	12966_2015_Article_172.pdf	25881074	Courtney Baird		
https://watermark.silverchair.com/pnac163.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAAA5kwggOVBgkqhkiG9w0BBwagggOGMIIDggIBADCCA3sGCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQMXxaOvcMQmxLSJ9iTAgEQgIIDTDS4SKzdsUmgoqwZwWwRMkcIuBmmcBp5KWKB2x5C0nefb2Zb_NGDakkGwBmdBvu-R3N5R9uYS9a5qpJbAS-SkrfpJbh6KdIAx2afJBxEkdc-OD7Zl6KURIRLSm5Y4YlF4x8RDMr0RrjD9RYAAB2sWhCQNJTXztkAn-iDEl1WGOgPqj1q5ZyX7-4JBJ5PK94vcnoVRGlynq8xNDITWw7sD86BkOKXOtZfpadw8fShAUIIXHR6ULPUVFFQ9m0zjabffRrUNZQ5wV33bd3Rt55SK3_C7pBuTuJGm6CSZYthflOjd7l2oCvGkx36CKDftYyptUu__lqBzfRxOQCrED82y5LLUaigE36VAC3ZGf4jqW5jInRw1WIIgRB_69ZvM83HBOVn2PMS3AAPCub0-0ZQ94y_HR8V1JUXNNzwZwVbhwQvVCII2W0Vb3dYHfR8F2UoSFO0pOu9ge4uka5oBrFJB5IIxizT5FnTAvMm852U7FmLyQy78o8da33v653VmAl0FnCktj9fBt_v00ODzzWjuqMFAKNA2UcE7_aVYIoTbZJPNmy_UA2KvBkHbP6zMVnIenrpf4PtQubP2-XZ5UnqGBpeaRtj5e-Q-4Lt7Aj-p65L8Jw5ZLaV2KVCnQzXo2nPv7pbrZofORWh6Apena5oWTpAb9NN8B9qtt6RLFgP8rSL_91rOxv2hc9P14m2X0RlsWD6KR2Et0JPKs3ZwIP30Td7gbuzxmDttnYaD9vpLRr_vrKDJFT_eH3Z8TVW5NfxcGHS_TqP5QQe5_VOIrpZa74dP8NgdwRVsX1Nie0lsqR0sggDIa95p6XjN3naQobbd9OUIX6Oo2s-lWS6JAFbZvGF7EAy7S03gHC859o-a0iMflfWMcgnUX2H2VSMDeHtWu8XZ8TtA9CUVmXolEIhV1M1eR9_oG5nkOdKeFJIddFIrxqZ48jjdVAWYD9ht7o1BKAIoEvaDe2C-kfsN7Kqtawj92KOce2-Csm_Lfb2JZz7uOi3XwK0iZzZhSEjVM27zKMBDDVXkQyWiyp1ujwEvHVzonblI2r8ILUkYjco3qGCdJ6qelt0ZqIy7SFHoOSzKH-v_-WPAbN9PHFGGSCdoAVyqHQ7i49RXtgxa-E	pnac163 (2).pdf	N/A	Courtney Baird		
https://scholarsarchive.byu.edu/studentpub/351/		N/A	Courtney Baird	Need to request full text	
